1.5278553E7,0,0,0,1,0,0,0
1.4601013E7,0,0,0,0,1,0,0
1.3427632E7,0,0,0,0,0,1,0
1.2606538E7,0,0,0,0,0,0,1
1.3710356E7,1,0,0,0,0,0,0
1.5625554E7,0,1,0,0,0,0,0
1.5230654E7,0,0,1,0,0,0,0
1.478187E7,0,0,0,1,0,0,0
1.4502906E7,0,0,0,0,1,0,0
1.3184481E7,0,0,0,0,0,1,0
1.1857475E7,0,0,0,0,0,0,1
1.350971E7,1,0,0,0,0,0,0
1.5326284E7,0,1,0,0,0,0,0
1.6095299E7,0,0,1,0,0,0,0
1.5211173E7,0,0,0,1,0,0,0
1.4484346E7,0,0,0,0,1,0,0
1.3035566E7,0,0,0,0,0,1,0
1.1341826E7,0,0,0,0,0,0,1
1.2131662E7,1,0,0,0,0,0,0
1.4251441E7,0,1,0,0,0,0,0
1.4116786E7,0,0,1,0,0,0,0
1.4526984E7,0,0,0,1,0,0,0
1.3629881E7,0,0,0,0,1,0,0
1.2106405E7,0,0,0,0,0,1,0
1.0848312E7,0,0,0,0,0,0,1
1.1964151E7,1,0,0,0,0,0,0
1.3779529E7,0,1,0,0,0,0,0
1.36772E7,0,0,1,0,0,0,0
1.3830691E7,0,0,0,1,0,0,0
1.3154842E7,0,0,0,0,1,0,0
1.1884813E7,0,0,0,0,0,1,0
1.0379963E7,0,0,0,0,0,0,1
1.1393967E7,1,0,0,0,0,0,0
1.1742768E7,0,1,0,0,0,0,0
1.4244393E7,0,0,1,0,0,0,0
1.4415776E7,0,0,0,1,0,0,0
1.4427191E7,0,0,0,0,1,0,0
1.2819279E7,0,0,0,0,0,1,0
1.179378E7,0,0,0,0,0,0,1
1.2895478E7,1,0,0,0,0,0,0
1.3784275E7,0,1,0,0,0,0,0
1.6000985E7,0,0,1,0,0,0,0
1.6094907E7,0,0,0,1,0,0,0
1.5525811E7,0,0,0,0,1,0,0
1.3259273E7,0,0,0,0,0,1,0
1.148461E7,0,0,0,0,0,0,1
1.2493077E7,1,0,0,0,0,0,0
1.5406842E7,0,1,0,0,0,0,0
1.6835212E7,0,0,1,0,0,0,0
1.6953308E7,0,0,0,1,0,0,0
1.6064738E7,0,0,0,0,1,0,0
1.4667354E7,0,0,0,0,0,1,0
1.2479728E7,0,0,0,0,0,0,1
1.455537E7,1,0,0,0,0,0,0
1.7968528E7,0,1,0,0,0,0,0
2.0857476E7,0,0,1,0,0,0,0
2.10897E7,0,0,0,1,0,0,0
2.0461484E7,0,0,0,0,1,0,0
1.7398448E7,0,0,0,0,0,1,0
1.3409061E7,0,0,0,0,0,0,1
1.6221076E7,1,0,0,0,0,0,0
2.0130494E7,0,1,0,0,0,0,0
2.1225856E7,0,0,1,0,0,0,0
2.1205088E7,0,0,0,1,0,0,0
2.0574286E7,0,0,0,0,1,0,0
1.7084116E7,0,0,0,0,0,1,0
1.4016255E7,0,0,0,0,0,0,1
1.6336917E7,1,0,0,0,0,0,0
2.0688318E7,0,1,0,0,0,0,0
2.1456496E7,0,0,1,0,0,0,0
2.117038E7,0,0,0,1,0,0,0
1.9961234E7,0,0,0,0,1,0,0
1.69687E7,0,0,0,0,0,1,0
1.3619197E7,0,0,0,0,0,0,1
1.562181E7,1,0,0,0,0,0,0
1.9390882E7,0,1,0,0,0,0,0
1.8606896E7,0,0,1,0,0,0,0
1.7992872E7,0,0,0,1,0,0,0
2.0449656E7,0,0,0,0,1,0,0
1.6941442E7,0,0,0,0,0,1,0
1.3686493E7,0,0,0,0,0,0,1
1.639073E7,1,0,0,0,0,0,0
2.0391868E7,0,1,0,0,0,0,0
2.1145856E7,0,0,1,0,0,0,0
2.1168524E7,0,0,0,1,0,0,0
1.9493696E7,0,0,0,0,1,0,0
1.5984694E7,0,0,0,0,0,1,0
1.3881216E7,0,0,0,0,0,0,1
1.643027E7,1,0,0,0,0,0,0
2.0229976E7,0,1,0,0,0,0,0
2.1163888E7,0,0,1,0,0,0,0
2.088386E7,0,0,0,1,0,0,0
1.9720584E7,0,0,0,0,1,0,0
1.6801482E7,0,0,0,0,0,1,0
1.3763896E7,0,0,0,0,0,0,1
1.5848751E7,1,0,0,0,0,0,0
1.9330642E7,0,1,0,0,0,0,0
2.0619844E7,0,0,1,0,0,0,0
2.050494E7,0,0,0,1,0,0,0
1.9644206E7,0,0,0,0,1,0,0
1.7127784E7,0,0,0,0,0,1,0
1.4417986E7,0,0,0,0,0,0,1
1.647637E7,1,0,0,0,0,0,0
2.1915312E7,0,1,0,0,0,0,0
2.2743474E7,0,0,1,0,0,0,0
2.2291424E7,0,0,0,1,0,0,0
2.1043416E7,0,0,0,0,1,0,0
1.762218E7,0,0,0,0,0,1,0
1.4960625E7,0,0,0,0,0,0,1
1.7578356E7,1,0,0,0,0,0,0
2.0864138E7,0,1,0,0,0,0,0
2.1680408E7,0,0,1,0,0,0,0
2.1795572E7,0,0,0,1,0,0,0
2.0784032E7,0,0,0,0,1,0,0
1.7478274E7,0,0,0,0,0,1,0
1.4834937E7,0,0,0,0,0,0,1
1.7053344E7,1,0,0,0,0,0,0
2.0617716E7,0,1,0,0,0,0,0
2.185673E7,0,0,1,0,0,0,0
2.1390424E7,0,0,0,1,0,0,0
1.9602206E7,0,0,0,0,1,0,0
1.6064557E7,0,0,0,0,0,1,0
1.3466747E7,0,0,0,0,0,0,1
1.4218169E7,1,0,0,0,0,0,0
1.8226604E7,0,1,0,0,0,0,0
1.9746548E7,0,0,1,0,0,0,0
2.0978836E7,0,0,0,1,0,0,0
2.0530708E7,0,0,0,0,1,0,0
1.7405716E7,0,0,0,0,0,1,0
1.40755E7,0,0,0,0,0,0,1
1.6607214E7,1,0,0,0,0,0,0
2.04454E7,0,1,0,0,0,0,0
2.129982E7,0,0,1,0,0,0,0
2.059974E7,0,0,0,1,0,0,0
1.9791196E7,0,0,0,0,1,0,0
1.6810424E7,0,0,0,0,0,1,0
1.4484753E7,0,0,0,0,0,0,1
1.5627234E7,1,0,0,0,0,0,0
1.8963562E7,0,1,0,0,0,0,0
2.0684508E7,0,0,1,0,0,0,0
2.1793318E7,0,0,0,1,0,0,0
2.0061166E7,0,0,0,0,1,0,0
1.642702E7,0,0,0,0,0,1,0
1.3841631E7,0,0,0,0,0,0,1
1.6370424E7,1,0,0,0,0,0,0
1.9875716E7,0,1,0,0,0,0,0
2.1576416E7,0,0,1,0,0,0,0
2.0103292E7,0,0,0,1,0,0,0
1.8253644E7,0,0,0,0,1,0,0
1.5586296E7,0,0,0,0,0,1,0
1.2964657E7,0,0,0,0,0,0,1
1.4803756E7,1,0,0,0,0,0,0
1.7177742E7,0,1,0,0,0,0,0
1.731228E7,0,0,1,0,0,0,0
1.7144422E7,0,0,0,1,0,0,0
1.6288679E7,0,0,0,0,1,0,0
1.3829508E7,0,0,0,0,0,1,0
1.1278069E7,0,0,0,0,0,0,1
1.2506824E7,1,0,0,0,0,0,0
1.5226221E7,0,1,0,0,0,0,0
1.6016037E7,0,0,1,0,0,0,0
1.5849113E7,0,0,0,1,0,0,0
1.5555645E7,0,0,0,0,1,0,0
1.3040075E7,0,0,0,0,0,1,0
1.1543658E7,0,0,0,0,0,0,1
1.2918945E7,1,0,0,0,0,0,0
1.4907438E7,0,1,0,0,0,0,0
1.3988911E7,0,0,1,0,0,0,0
1.352411E7,0,0,0,1,0,0,0
1.2908418E7,0,0,0,0,1,0,0
1.1076826E7,0,0,0,0,0,1,0
1.0404574E7,0,0,0,0,0,0,1
1.1241193E7,1,0,0,0,0,0,0
1.1369317E7,0,1,0,0,0,0,0
1.0726941E7,0,0,1,0,0,0,0
1.000887E7,0,0,0,1,0,0,0
9085351.0,0,0,0,0,1,0,0
8960082.0,0,0,0,0,0,1,0
1.0551447E7,0,0,0,0,0,0,1
1.0722185E7,1,0,0,0,0,0,0
1.1884099E7,0,1,0,0,0,0,0
1.204503E7,0,0,1,0,0,0,0
1.094779E7,0,0,0,1,0,0,0
9755709.0,0,0,0,0,1,0,0
9663036.0,0,0,0,0,0,1,0
1.1562543E7,0,0,0,0,0,0,1
1.1894428E7,1,0,0,0,0,0,0
1.2884857E7,0,1,0,0,0,0,0
1.4366249E7,0,0,1,0,0,0,0
1.304888E7,0,0,0,1,0,0,0
1.3582969E7,0,0,0,0,1,0,0
1.4807277E7,0,0,0,0,0,1,0
1.4370197E7,0,0,0,0,0,0,1
1.5748916E7,1,0,0,0,0,0,0
2.1129308E7,0,1,0,0,0,0,0
1.9665744E7,0,0,1,0,0,0,0
1.8285926E7,0,0,0,1,0,0,0
1.8299286E7,0,0,0,0,1,0,0
1.65381E7,0,0,0,0,0,1,0
1.4475234E7,0,0,0,0,0,0,1
1.4934747E7,1,0,0,0,0,0,0
1.7533666E7,0,1,0,0,0,0,0
1.8764648E7,0,0,1,0,0,0,0
1.8588648E7,0,0,0,1,0,0,0
1.8379712E7,0,0,0,0,1,0,0
1.720922E7,0,0,0,0,0,1,0
1.4069126E7,0,0,0,0,0,0,1
1.5863977E7,1,0,0,0,0,0,0
1.9370052E7,0,1,0,0,0,0,0
2.0501982E7,0,0,1,0,0,0,0
2.1709588E7,0,0,0,1,0,0,0
1.9446268E7,0,0,0,0,1,0,0
1.5866518E7,0,0,0,0,0,1,0
1.4586273E7,0,0,0,0,0,0,1
1.764736E7,1,0,0,0,0,0,0
1.80542E7,0,1,0,0,0,0,0
1.9805036E7,0,0,1,0,0,0,0
2.0933588E7,0,0,0,1,0,0,0
2.0552236E7,0,0,0,0,1,0,0
1.7250448E7,0,0,0,0,0,1,0
1.5005924E7,0,0,0,0,0,0,1
1.6613133E7,1,0,0,0,0,0,0
2.1113548E7,0,1,0,0,0,0,0
2.106162E7,0,0,1,0,0,0,0
2.5450184E7,0,0,0,1,0,0,0
2.1664196E7,0,0,0,0,1,0,0
1.7422618E7,0,0,0,0,0,1,0
1.5512874E7,0,0,0,0,0,0,1
1.7926702E7,1,0,0,0,0,0,0
2.0201288E7,0,1,0,0,0,0,0
2.1788272E7,0,0,1,0,0,0,0
2.2826488E7,0,0,0,1,0,0,0
2.1256806E7,0,0,0,0,1,0,0
1.7745714E7,0,0,0,0,0,1,0
1.5349671E7,0,0,0,0,0,0,1
1.7883642E7,1,0,0,0,0,0,0
2.0374342E7,0,1,0,0,0,0,0
2.1342948E7,0,0,1,0,0,0,0
2.1276788E7,0,0,0,1,0,0,0
1.9952088E7,0,0,0,0,1,0,0
1.6789052E7,0,0,0,0,0,1,0
1.5148438E7,0,0,0,0,0,0,1
1.8155384E7,1,0,0,0,0,0,0
2.5401028E7,0,1,0,0,0,0,0
2.2906048E7,0,0,1,0,0,0,0
2.2801628E7,0,0,0,1,0,0,0
2.2053472E7,0,0,0,0,1,0,0
1.9801258E7,0,0,0,0,0,1,0
1.7552202E7,0,0,0,0,0,0,1
1.971586E7,1,0,0,0,0,0,0
2.2353618E7,0,1,0,0,0,0,0
2.3665148E7,0,0,1,0,0,0,0
2.3268604E7,0,0,0,1,0,0,0
2.1067372E7,0,0,0,0,1,0,0
1.86122E7,0,0,0,0,0,1,0
1.5155424E7,0,0,0,0,0,0,1
1.8002092E7,1,0,0,0,0,0,0
2.096581E7,0,1,0,0,0,0,0
2.1775828E7,0,0,1,0,0,0,0
2.2306428E7,0,0,0,1,0,0,0
2.018466E7,0,0,0,0,1,0,0
1.6732137E7,0,0,0,0,0,1,0
1.3988379E7,0,0,0,0,0,0,1
1.5349488E7,1,0,0,0,0,0,0
1.6717188E7,0,1,0,0,0,0,0
1.678158E7,0,0,1,0,0,0,0
1.520015E7,0,0,0,1,0,0,0
1.5113714E7,0,0,0,0,1,0,0
1.5629263E7,0,0,0,0,0,1,0
1.5961393E7,0,0,0,0,0,0,1
1.7765144E7,1,0,0,0,0,0,0
2.0871888E7,0,1,0,0,0,0,0
2.0354876E7,0,0,1,0,0,0,0
2.0760512E7,0,0,0,1,0,0,0
1.99859E7,0,0,0,0,1,0,0
